,ih_ind
562,0.09090909090909091
563,0.14545454545454545
564,0.18181818181818182
565,0.9272727272727272
566,0.2727272727272727
567,0.23636363636363636
568,0.12727272727272726
569,0.3090909090909091
570,0.16363636363636364
571,0.09090909090909091
572,0.10909090909090909
573,0.8
574,0.09090909090909091
575,0.9272727272727272
576,0.09090909090909091
577,0.14545454545454545
578,0.10909090909090909
579,0.10909090909090909
580,0.38181818181818183
581,0.10909090909090909
582,0.03636363636363636
583,0.09090909090909091
584,0.21818181818181817
585,0.07272727272727272
586,0.12727272727272726
587,0.8727272727272727
588,0.14545454545454545
589,0.09090909090909091
590,0.10909090909090909
591,0.16363636363636364
592,0.2
593,0.2545454545454545
594,0.09090909090909091
595,0.12727272727272726
596,0.07272727272727272
597,0.16363636363636364
598,0.4727272727272727
599,0.2
600,0.14545454545454545
601,0.09090909090909091
602,0.12727272727272726
603,0.05454545454545454
604,0.41818181818181815
605,0.41818181818181815
606,0.38181818181818183
607,0.6363636363636364
608,0.18181818181818182
609,0.09090909090909091
610,0.5454545454545454
611,0.509090909090909
612,0.32727272727272727
613,0.05454545454545454
614,0.12727272727272726
615,0.32727272727272727
616,0.10909090909090909
617,0.14545454545454545
618,0.7454545454545455
619,0.21818181818181817
620,0.2909090909090909
621,0.07272727272727272
622,0.5272727272727272
623,0.12727272727272726
624,0.09090909090909091
625,0.10909090909090909
626,0.2909090909090909
627,0.09090909090909091
628,0.12727272727272726
629,0.6363636363636364
630,0.36363636363636365
631,0.07272727272727272
632,0.45454545454545453
633,0.10909090909090909
634,0.09090909090909091
635,0.12727272727272726
636,0.9454545454545454
637,0.2727272727272727
638,0.9272727272727272
639,0.18181818181818182
640,0.36363636363636365
641,0.36363636363636365
642,0.38181818181818183
643,0.38181818181818183
644,0.16363636363636364
645,0.16363636363636364
646,0.509090909090909
647,0.2545454545454545
648,0.16363636363636364
649,0.10909090909090909
650,0.21818181818181817
651,0.07272727272727272
652,0.09090909090909091
653,0.14545454545454545
654,0.14545454545454545
655,0.2545454545454545
656,0.07272727272727272
657,0.10909090909090909
658,0.14545454545454545
659,0.38181818181818183
660,0.09090909090909091
661,0.12727272727272726
662,0.8181818181818182
663,0.6909090909090909
664,0.2
665,0.4909090909090909
666,0.36363636363636365
667,0.2909090909090909
668,0.12727272727272726
669,0.07272727272727272
670,0.09090909090909091
671,0.5272727272727272
672,0.3090909090909091
673,0.10909090909090909
674,0.38181818181818183
675,0.07272727272727272
676,0.2545454545454545
677,0.09090909090909091
678,0.23636363636363636
679,0.16363636363636364
680,0.05454545454545454
681,0.21818181818181817
682,0.18181818181818182
683,0.3090909090909091
684,0.12727272727272726
685,0.03636363636363636
686,0.10909090909090909
687,0.5272727272727272
688,0.12727272727272726
689,0.14545454545454545
690,0.7636363636363637
691,0.07272727272727272
692,0.10909090909090909
693,0.8727272727272727
694,0.5636363636363636
695,0.16363636363636364
696,0.21818181818181817
697,0.07272727272727272
698,0.09090909090909091
699,0.12727272727272726
700,0.8909090909090909
701,0.12727272727272726
702,0.2545454545454545
703,0.05454545454545454
704,0.07272727272727272
705,0.2
706,0.07272727272727272
707,0.07272727272727272
708,0.09090909090909091
709,0.10909090909090909
710,0.05454545454545454
711,0.7272727272727273
712,0.6909090909090909
713,0.07272727272727272
714,0.05454545454545454
715,0.10909090909090909
716,0.4727272727272727
717,0.05454545454545454
718,0.2545454545454545
719,0.09090909090909091
720,0.14545454545454545
721,0.4727272727272727
722,0.10909090909090909
723,0.10909090909090909
724,0.36363636363636365
725,0.09090909090909091
726,0.07272727272727272
727,0.2545454545454545
728,0.10909090909090909
729,0.09090909090909091
730,0.14545454545454545
731,0.41818181818181815
732,0.12727272727272726
733,0.34545454545454546
734,0.07272727272727272
735,0.4
736,0.09090909090909091
737,0.05454545454545454
738,0.07272727272727272
739,0.6727272727272727
740,0.09090909090909091
741,0.5272727272727272
742,0.10909090909090909
743,0.16363636363636364
744,0.09090909090909091
745,0.07272727272727272
746,0.14545454545454545
747,0.8909090909090909
748,0.10909090909090909
749,0.9090909090909091
750,0.18181818181818182
751,0.41818181818181815
752,0.10909090909090909
753,0.09090909090909091
754,0.6
755,0.23636363636363636
756,0.43636363636363634
757,0.07272727272727272
758,0.09090909090909091
759,0.07272727272727272
760,0.8
761,0.14545454545454545
762,0.10909090909090909
763,0.8181818181818182
764,0.8363636363636363
765,0.7636363636363637
766,0.5818181818181818
767,0.12727272727272726
768,0.10909090909090909
769,0.14545454545454545
770,0.7090909090909091
771,0.3090909090909091
772,0.07272727272727272
773,0.05454545454545454
774,0.2545454545454545
775,0.16363636363636364
776,0.09090909090909091
777,0.2545454545454545
778,0.09090909090909091
779,0.10909090909090909
780,0.10909090909090909
781,0.21818181818181817
782,0.5272727272727272
783,0.03636363636363636
784,0.8363636363636363
785,0.12727272727272726
786,0.05454545454545454
787,0.10909090909090909
788,0.2727272727272727
789,0.09090909090909091
790,0.10909090909090909
791,0.10909090909090909
792,0.4727272727272727
793,0.16363636363636364
794,0.36363636363636365
795,0.16363636363636364
796,0.6363636363636364
797,0.12727272727272726
798,0.10909090909090909
799,0.10909090909090909
800,0.03636363636363636
801,0.01818181818181818
802,0.09090909090909091
803,0.10909090909090909
804,0.07272727272727272
805,0.10909090909090909
806,0.7818181818181819
807,0.16363636363636364
808,0.01818181818181818
809,0.07272727272727272
810,0.05454545454545454
811,0.3090909090909091
812,0.6727272727272727
813,0.12727272727272726
814,0.21818181818181817
815,0.41818181818181815
816,0.09090909090909091
817,0.21818181818181817
818,0.23636363636363636
819,0.34545454545454546
820,0.12727272727272726
821,0.12727272727272726
822,0.09090909090909091
823,0.2909090909090909
824,0.2
825,0.10909090909090909
826,0.18181818181818182
827,0.14545454545454545
828,0.7818181818181819
829,0.10909090909090909
830,0.10909090909090909
831,0.10909090909090909
832,0.05454545454545454
833,0.36363636363636365
834,0.07272727272727272
835,0.09090909090909091
836,0.12727272727272726
837,0.07272727272727272
838,0.7636363636363637
839,0.03636363636363636
840,0.16363636363636364
841,0.14545454545454545
842,0.10909090909090909
843,0.5272727272727272
844,0.10909090909090909
845,0.14545454545454545
846,0.41818181818181815
847,0.2
848,0.12727272727272726
849,0.43636363636363634
850,0.12727272727272726
851,0.6909090909090909
852,0.05454545454545454
853,0.12727272727272726
854,0.09090909090909091
855,0.10909090909090909
856,0.10909090909090909
857,0.43636363636363634
858,0.10909090909090909
859,0.509090909090909
860,0.4727272727272727
861,0.10909090909090909
862,0.07272727272727272
863,0.07272727272727272
864,0.21818181818181817
865,0.5272727272727272
866,0.6181818181818182
867,0.10909090909090909
868,0.8909090909090909
869,0.03636363636363636
870,0.8909090909090909
871,0.16363636363636364
872,0.12727272727272726
873,0.6363636363636364
874,0.41818181818181815
875,0.5636363636363636
876,0.23636363636363636
877,0.4727272727272727
878,0.05454545454545454
879,0.10909090909090909
880,0.509090909090909
881,0.2545454545454545
882,0.2545454545454545
883,0.5454545454545454
884,0.09090909090909091
885,0.7090909090909091
886,0.2909090909090909
887,0.09090909090909091
888,0.2
889,0.7818181818181819
890,0.36363636363636365
891,0.05454545454545454
892,0.12727272727272726
893,0.01818181818181818
894,0.21818181818181817
895,0.12727272727272726
896,0.18181818181818182
897,0.23636363636363636
898,0.23636363636363636
899,0.6181818181818182
900,0.8363636363636363
901,0.7636363636363637
902,0.12727272727272726
903,0.18181818181818182
904,0.34545454545454546
905,0.18181818181818182
906,0.6909090909090909
907,0.9272727272727272
908,0.14545454545454545
909,0.07272727272727272
910,0.07272727272727272
911,0.16363636363636364
912,0.09090909090909091
913,0.09090909090909091
914,0.4
915,0.16363636363636364
916,0.6181818181818182
917,0.23636363636363636
918,0.2545454545454545
919,0.09090909090909091
920,0.12727272727272726
921,0.12727272727272726
922,0.5818181818181818
923,0.14545454545454545
924,0.07272727272727272
925,0.10909090909090909
926,0.03636363636363636
927,0.09090909090909091
928,0.3090909090909091
929,0.10909090909090909
930,0.16363636363636364
931,0.7818181818181819
932,0.05454545454545454
933,0.3090909090909091
934,0.12727272727272726
935,0.21818181818181817
936,0.23636363636363636
937,0.07272727272727272
938,0.2
939,0.38181818181818183
940,0.12727272727272726
941,0.12727272727272726
942,0.6363636363636364
943,0.509090909090909
944,0.7636363636363637
945,0.7818181818181819
946,0.09090909090909091
947,0.34545454545454546
948,0.8181818181818182
949,0.07272727272727272
950,0.12727272727272726
951,0.07272727272727272
952,0.16363636363636364
953,0.14545454545454545
954,0.8
955,0.5272727272727272
956,0.2545454545454545
957,0.21818181818181817
958,0.03636363636363636
959,0.14545454545454545
960,0.07272727272727272
961,0.10909090909090909
962,0.4727272727272727
963,0.2727272727272727
964,0.10909090909090909
965,0.03636363636363636
966,0.12727272727272726
967,0.10909090909090909
968,0.12727272727272726
969,0.9454545454545454
970,0.43636363636363634
971,0.14545454545454545
972,0.03636363636363636
973,0.10909090909090909
974,0.10909090909090909
975,0.09090909090909091
976,0.07272727272727272
977,0.9272727272727272
978,0.03636363636363636
979,0.2
980,0.509090909090909
981,0.14545454545454545
982,0.4
983,0.09090909090909091
984,0.09090909090909091
985,0.4909090909090909
986,0.16363636363636364
987,0.10909090909090909
988,0.03636363636363636
989,0.32727272727272727
990,0.2545454545454545
991,0.14545454545454545
992,0.09090909090909091
993,0.2727272727272727
994,0.12727272727272726
995,0.32727272727272727
996,0.10909090909090909
997,0.09090909090909091
998,0.6727272727272727
999,0.10909090909090909
1000,0.09090909090909091
1001,0.05454545454545454
1002,0.7454545454545455
1003,0.7090909090909091
1004,0.10909090909090909
1005,0.10909090909090909
1006,0.8909090909090909
1007,0.16363636363636364
1008,0.09090909090909091
1009,0.16363636363636364
1010,0.6545454545454545
1011,0.09090909090909091
1012,0.8545454545454545
1013,0.12727272727272726
1014,0.6
1015,0.2727272727272727
1016,0.10909090909090909
1017,0.18181818181818182
1018,0.09090909090909091
1019,0.10909090909090909
1020,0.8545454545454545
1021,0.36363636363636365
1022,0.10909090909090909
1023,0.07272727272727272
1024,0.2909090909090909
1025,0.16363636363636364
1026,0.07272727272727272
1027,0.2909090909090909
1028,0.34545454545454546
1029,0.5636363636363636
1030,0.6545454545454545
1031,0.05454545454545454
1032,0.2
1033,0.5272727272727272
1034,0.05454545454545454
1035,0.09090909090909091
1036,0.8727272727272727
1037,0.16363636363636364
1038,0.8909090909090909
1039,0.3090909090909091
1040,0.12727272727272726
1041,0.12727272727272726
1042,0.21818181818181817
1043,0.10909090909090909
1044,0.9090909090909091
1045,0.07272727272727272
1046,0.3090909090909091
1047,0.12727272727272726
1048,0.38181818181818183
1049,0.14545454545454545
1050,0.8727272727272727
1051,0.3090909090909091
1052,0.07272727272727272
1053,0.18181818181818182
1054,0.05454545454545454
1055,0.2727272727272727
1056,0.10909090909090909
1057,0.10909090909090909
1058,0.09090909090909091
1059,0.9090909090909091
1060,0.32727272727272727
1061,0.09090909090909091
1062,0.09090909090909091
1063,0.10909090909090909
1064,0.10909090909090909
1065,0.7090909090909091
1066,0.34545454545454546
1067,0.18181818181818182
1068,0.12727272727272726
1069,0.6545454545454545
1070,0.21818181818181817
1071,0.5818181818181818
1072,0.14545454545454545
1073,0.07272727272727272
1074,0.12727272727272726
1075,0.2
1076,0.14545454545454545
1077,0.14545454545454545
1078,0.10909090909090909
1079,0.05454545454545454
1080,0.12727272727272726
1081,0.10909090909090909
1082,0.18181818181818182
1083,0.03636363636363636
1084,0.10909090909090909
1085,0.12727272727272726
1086,0.09090909090909091
1087,0.2727272727272727
1088,0.10909090909090909
1089,0.4727272727272727
1090,0.38181818181818183
1091,0.7090909090909091
1092,0.09090909090909091
1093,0.8181818181818182
1094,0.10909090909090909
1095,0.14545454545454545
1096,0.10909090909090909
1097,0.09090909090909091
1098,0.12727272727272726
1099,0.2545454545454545
1100,0.14545454545454545
1101,0.12727272727272726
1102,0.43636363636363634
1103,0.07272727272727272
1104,0.2
1105,0.4909090909090909
1106,0.10909090909090909
1107,0.36363636363636365
1108,0.12727272727272726
1109,0.10909090909090909
1110,0.07272727272727272
1111,0.2545454545454545
1112,0.32727272727272727
1113,0.12727272727272726
1114,0.05454545454545454
1115,0.09090909090909091
1116,0.07272727272727272
1117,0.09090909090909091
1118,0.8363636363636363
1119,0.05454545454545454
1120,0.07272727272727272
1121,0.07272727272727272
1122,0.10909090909090909
1123,0.32727272727272727
1124,0.7272727272727273
1125,0.23636363636363636
1126,0.09090909090909091
1127,0.5818181818181818
1128,0.10909090909090909
1129,0.12727272727272726
1130,0.10909090909090909
1131,0.12727272727272726
1132,0.10909090909090909
1133,0.14545454545454545
1134,0.6545454545454545
1135,0.18181818181818182
1136,0.8181818181818182
1137,0.14545454545454545
1138,0.07272727272727272
1139,0.10909090909090909
1140,0.12727272727272726
1141,0.16363636363636364
1142,0.10909090909090909
1143,0.2545454545454545
1144,0.32727272727272727
1145,0.09090909090909091
1146,0.05454545454545454
1147,0.09090909090909091
1148,0.09090909090909091
1149,0.10909090909090909
1150,0.14545454545454545
1151,0.10909090909090909
1152,0.09090909090909091
1153,0.07272727272727272
1154,0.12727272727272726
1155,0.5818181818181818
1156,0.2
1157,0.09090909090909091
1158,0.14545454545454545
1159,0.14545454545454545
1160,0.07272727272727272
1161,0.09090909090909091
1162,0.03636363636363636
1163,0.43636363636363634
1164,0.10909090909090909
1165,0.7454545454545455
1166,0.07272727272727272
1167,0.18181818181818182
1168,0.32727272727272727
1169,0.09090909090909091
1170,0.16363636363636364
1171,0.41818181818181815
1172,0.07272727272727272
1173,0.05454545454545454
1174,0.05454545454545454
1175,0.14545454545454545
1176,0.8727272727272727
1177,0.07272727272727272
1178,0.2545454545454545
1179,0.05454545454545454
1180,0.7272727272727273
1181,0.12727272727272726
1182,0.07272727272727272
1183,0.10909090909090909
1184,0.12727272727272726
1185,0.09090909090909091
1186,0.07272727272727272
1187,0.5818181818181818
1188,0.05454545454545454
1189,0.09090909090909091
1190,0.43636363636363634
1191,0.2909090909090909
1192,0.12727272727272726
1193,0.10909090909090909
1194,0.8909090909090909
1195,0.7272727272727273
1196,0.09090909090909091
1197,0.09090909090909091
1198,0.12727272727272726
1199,0.12727272727272726
1200,0.21818181818181817
1201,0.14545454545454545
1202,0.09090909090909091
1203,0.07272727272727272
1204,0.12727272727272726
1205,0.34545454545454546
1206,0.6545454545454545
1207,0.12727272727272726
1208,0.14545454545454545
1209,0.10909090909090909
1210,0.4727272727272727
1211,0.10909090909090909
1212,0.10909090909090909
1213,0.07272727272727272
1214,0.2727272727272727
1215,0.6
1216,0.07272727272727272
1217,0.10909090909090909
1218,0.05454545454545454
1219,0.07272727272727272
1220,0.6363636363636364
1221,0.6
1222,0.16363636363636364
1223,0.8545454545454545
1224,0.34545454545454546
1225,0.7090909090909091
1226,0.07272727272727272
1227,0.01818181818181818
1228,0.7636363636363637
1229,0.5818181818181818
1230,0.18181818181818182
1231,0.36363636363636365
1232,0.6727272727272727
1233,0.9090909090909091
1234,0.5454545454545454
1235,0.12727272727272726
1236,0.07272727272727272
1237,0.23636363636363636
1238,0.10909090909090909
1239,0.7636363636363637
1240,0.12727272727272726
1241,0.23636363636363636
1242,0.07272727272727272
1243,0.12727272727272726
1244,0.3090909090909091
1245,0.09090909090909091
1246,0.05454545454545454
1247,0.18181818181818182
1248,0.14545454545454545
1249,0.12727272727272726
1250,0.07272727272727272
1251,0.6
1252,0.07272727272727272
1253,0.07272727272727272
1254,0.03636363636363636
1255,0.23636363636363636
1256,0.12727272727272726
1257,0.09090909090909091
1258,0.05454545454545454
1259,0.4909090909090909
1260,0.10909090909090909
1261,0.8363636363636363
1262,0.5636363636363636
1263,0.14545454545454545
1264,0.14545454545454545
1265,0.6545454545454545
1266,0.43636363636363634
1267,0.21818181818181817
1268,0.3090909090909091
1269,0.09090909090909091
1270,0.12727272727272726
1271,0.8545454545454545
1272,0.2545454545454545
1273,0.07272727272727272
1274,0.38181818181818183
1275,0.07272727272727272
1276,0.09090909090909091
1277,0.07272727272727272
