,ih_class
999,0.26928761208359714
1000,0.32525903612556933
1001,0.28211809037802116
1002,0.5628472363568977
1003,0.5956879533772576
1004,0.2896842189113441
1005,0.27538541446185494
1006,0.7474408558367568
1007,0.31687740679492304
1008,0.28351293070509226
1009,0.3277300653053623
1010,0.5704700698053223
1011,0.24664869021585112
1012,0.6511764602757864
1013,0.28222196897043367
1014,0.5461107969229375
1015,0.4348008295188949
1016,0.271323348050155
1017,0.34469530120085595
1018,0.2589330239003609
1019,0.28279322273347274
1020,0.6437569506022787
1021,0.4261545666036691
1022,0.27766680380950914
1023,0.25899638383815965
1024,0.39471586197460623
1025,0.32984573683963664
1026,0.24834721425924594
1027,0.40439934320138354
1028,0.46501730009178044
1029,0.5716000288050365
1030,0.6116377246338779
1031,0.2564810565261911
1032,0.3714860231101431
1033,0.5322058943980021
1034,0.3182394312113235
1035,0.26628892859539555
1036,0.7056650734808113
1037,0.1818692936118123
1038,0.7062794823387475
1039,0.39431053809148076
1040,0.26825909085170313
1041,0.2568161848389679
1042,0.3770871516184205
1043,0.265379066279699
1044,0.7918946700415213
1045,0.2613759137674333
1046,0.36750642256699584
1047,0.28025517055634847
1048,0.43982750791481773
1049,0.30790053554132196
1050,0.6549639811064968
1051,0.3909208787115723
1052,0.2922425902961544
1053,0.34059869407457233
1054,0.27257411543010635
1055,0.4023082867996385
1056,0.24749164153820571
1057,0.24545559908648645
1058,0.2663043311137321
1059,0.7805506955064646
1060,0.4397470150742072
1061,0.24348470447402745
1062,0.2581366856482341
1063,0.26890435044777067
1064,0.20544420789799583
1065,0.6397862826646333
1066,0.3704389604296548
1067,0.2595422168544688
1068,0.2830539793248912
1069,0.5676163507592433
1070,0.34804509484500445
1071,0.5532067216590901
1072,0.17594875666555324
1073,0.29235961057700566
1074,0.14922125288670804
1075,0.2409141000775522
1076,0.32553955687775454
1077,0.31817997575973694
1078,0.2716211192819342
1079,0.2763854288128358
1080,0.2796992018524035
1081,0.2677868835402127
1082,0.21273144193746615
1083,0.26318288428715236
1084,0.29247281093079086
1085,0.28672157543254895
1086,0.2663254688359681
1087,0.3659867396141989
1088,0.26053710630292276
1089,0.4819769890970786
1090,0.46393702599931563
1091,0.5719442240592042
1092,0.26770249637102067
1093,0.6861373032540546
1094,0.2902258518299528
1095,0.25649005649642664
1096,0.2987215755391763
1097,0.2810921676379265
1098,0.28543524136882714
1099,0.3747549024147587
1100,0.28529606212545006
1101,0.2832746946213842
1102,0.4995053394936852
1103,0.26115856154343126
1104,0.3525071695236354
1105,0.5249174979206874
1106,0.28778180612202653
1107,0.43791087468691847
1108,0.2812988101557856
1109,0.3047093256462615
1110,0.2705479768370694
1111,0.4354807836021356
1112,0.46560710154462953
1113,0.2916509394853613
1114,0.2593566507581546
1115,0.278367092963411
1116,0.29279834932907045
1117,0.2836573752695231
1118,0.7232474333072935
1119,0.2755682350110046
1120,0.2525520731571102
1121,0.2429119388739783
1122,0.26799123661336255
1123,0.43655855337556176
1124,0.6675938191028836
1125,0.36963020715350076
1126,0.28210608805404047
1127,0.5156534418995277
1128,0.20970101037402705
1129,0.3238393399166217
1130,0.12872425767058923
1131,0.3123032097264928
1132,0.29353817277778516
1133,0.31486547096559464
1134,0.5249618142120795
1135,0.328799517290513
1136,0.6077082503618645
1137,0.3427449857301786
1138,0.25878117508382786
1139,0.28336734805268365
1140,0.34811662017850853
1141,0.3445521427020198
1142,0.2652741651842965
1143,0.4048445289736934
1144,0.43847660693056834
1145,0.3166865304894696
1146,0.14019785630664663
1147,0.2731050944873813
1148,0.29180417325768687
1149,0.2674326657644653
1150,0.28603328282912066
1151,0.2748023907298816
1152,0.20555100458678965
1153,0.270781554545341
1154,0.2820754524665815
1155,0.5064610363625777
1156,0.3015269420276884
1157,0.29573561711307705
1158,0.30502835477849727
1159,0.3109929647407223
1160,0.17880445885349858
1161,0.31096206543635985
1162,0.26545297268114165
1163,0.5046999586396625
1164,0.27369946243546817
1165,0.5442653189875227
1166,0.28016322027177504
1167,0.37127800252672044
1168,0.4115957500163102
1169,0.26536821860928356
1170,0.23883184980158434
1171,0.46859619468115493
1172,0.26216694910113303
1173,0.256631708735576
1174,0.25087004906445526
