kDN,DS,DCP,TD_P,TD_U,CL,MV,CB,F1,N1,N2,LSC,LSR,H,U
0.0,0.6614583333333333,0.09219858156028371,0.75,0.35714285714285715,0.12717677330022215,0.0,0.47107990638582414,0.6885245901639344,0.0,0.2100667905982846,0.9784810126582278,0.7987121681896507,0.0,0.9924146649810367
0.4,0.8020833333333334,0.15322580645161288,0.75,0.6428571428571429,0.12717677330022215,0.0,0.47107990638582414,0.639344262295082,0.2857142857142857,0.4943631525266319,0.9987341772151899,0.9470540736311089,0.009708737864077669,0.9873577749683944
0.7,0.9895833333333334,0.6666666666666667,1.0,0.5714285714285714,0.12717677330022215,0.0,0.47107990638582414,0.6065573770491803,1.0,0.5098149011286024,1.0,0.9210120962172361,0.019417475728155338,0.9962073324905183
0.3,0.8333333333333334,0.14942528735632188,0.5,0.21428571428571427,0.3409054078658975,0.7395701643489254,0.8622534269475093,0.7213114754098361,0.0,0.3114562846284108,0.9804878048780488,0.8521020661644516,0.0,0.9757281553398058
0.1,0.6614583333333333,0.09219858156028371,0.75,0.35714285714285715,0.12717677330022215,0.0,0.47107990638582414,0.6065573770491803,0.0,0.48882156918940767,0.9974683544303797,0.8528896121375487,0.0,1.0
0.5,0.9895833333333334,0.5724137931034483,0.5,0.6428571428571429,0.3409054078658975,0.7395701643489254,0.8622534269475093,0.9344262295081968,0.0,0.48763089451095776,0.9853658536585366,0.8803092342679324,0.0,0.9951456310679612
0.6,0.9895833333333334,0.5724137931034483,0.5,0.6428571428571429,0.3409999791235989,0.7395701643489254,0.8622534269475093,0.7377049180327869,0.3333333333333333,0.49883039474510127,0.9951219512195122,0.9047694994633009,0.0012642225031605564,0.9854368932038835
0.0,0.0,0.024553571428571397,1.0,0.42857142857142855,0.12717677330022215,0.0,0.47107990638582414,0.4426229508196721,0.0,0.4113500430726952,0.979746835443038,0.8714291978780064,0.0,1.0
0.6,0.9427083333333334,0.5724137931034483,0.5,0.5,0.8728232266997777,0.7395701643489254,0.8622534269475093,0.7704918032786885,1.0,0.5005699586840044,1.0,0.9496338402066853,0.0012642225031605564,1.0
1.0,0.9895833333333334,0.8467741935483871,0.75,0.6428571428571429,0.8728232266997779,0.7395701643489254,0.8622534269475093,0.639344262295082,1.0,0.6124587920783817,1.0,0.9822354027021609,0.02654867256637168,1.0
0.0,0.6614583333333333,0.09219858156028371,0.75,0.35714285714285715,0.12717677330022215,0.0,0.47107990638582414,0.5245901639344263,0.0,0.15388564244019243,0.9721518987341772,0.9526304297554045,0.0,0.9721871049304678
0.3,0.9739583333333334,0.5724137931034483,0.5,0.7142857142857143,0.8728232264645812,0.7395701643489254,0.8622534269475093,0.7868852459016393,0.0,0.36844512102070537,0.975609756097561,0.9346115657922376,0.0,0.9854368932038835
0.4,0.9427083333333334,0.15322580645161288,0.75,0.7142857142857143,0.12717677331191224,0.0,0.47107990638582414,0.8032786885245902,0.0,0.4241771439084788,0.9974683544303797,0.7969008727217983,0.0,0.9987357774968394
0.3,1.0,0.6666666666666667,1.0,0.6428571428571429,0.12717677330022215,0.0,0.47107990638582414,0.5573770491803278,1.0,0.78378388309927,1.0,0.9660201202976906,0.014563106796116505,1.0
0.0,0.9739583333333334,0.024553571428571397,1.0,0.5,0.12717677330022215,0.0,0.47107990638582414,0.4098360655737705,0.0,0.30151624115034015,0.9670886075949368,0.9784839941460879,0.0,0.9165613147914033
0.0,0.0,0.024553571428571397,1.0,0.42857142857142855,0.12717677330022215,0.0,0.47107990638582414,0.47540983606557374,0.0,0.24561848424810662,0.9151898734177215,0.9107236368702951,0.0,0.9810366624525917
0.1,0.0,0.024553571428571397,1.0,0.42857142857142855,0.12717677330022215,0.0,0.47107990638582414,0.5409836065573771,0.0,0.42626191691682924,0.9911392405063291,0.9520975307632139,0.0,0.9797724399494311
0.1,0.9947916666666666,0.09219858156028371,0.75,0.5714285714285714,0.12717677330022215,0.0,0.47107990638582414,0.5901639344262295,0.5,0.5170437838226716,1.0,0.9365413526978604,0.0048543689320388345,0.9962073324905183
0.0,0.0,0.024553571428571397,1.0,0.42857142857142855,0.12717677330022215,0.0,0.47107990638582414,0.4426229508196721,0.0,0.2985998301809477,0.879746835443038,0.95942920899749,0.0,0.9279393173198482
0.2,0.9895833333333334,0.14942528735632188,0.5,0.5,0.3409054078658975,0.7395701643489254,0.8622534269475093,0.8524590163934426,1.0,0.5061051043336553,1.0,0.8661432385747108,0.0,0.9951456310679612
0.0,0.8020833333333334,0.15322580645161288,0.75,0.6428571428571429,0.12717677330022215,0.0,0.47107990638582414,0.6557377049180327,0.0,0.3246907732802774,0.9670886075949368,0.879462654763453,0.0,0.9949431099873578
0.3,0.0,0.024553571428571397,1.0,0.42857142857142855,0.12717677330022215,0.0,0.47107990638582414,0.6229508196721312,0.6666666666666666,0.5490995093085591,1.0,0.9222364033668047,0.0048543689320388345,0.9962073324905183
