kDN,DS,DCP,TD_P,TD_U,CL,MV,CB,F1,N1,N2,LSC,LSR,H,U
1.0,0.9971910112359551,0.8755364806866953,1.0,0.8571428571428571,0.9502437186580373,0.9118589743589743,0.9459990181639667,0.875,1.0,0.679508890011417,1.0,0.9885616049312159,0.14545454545454545,1.0
0.0,0.0,0.014527845036319653,0.6666666666666666,0.2857142857142857,0.04885352131089671,0.0,0.3873343151693667,0.25,0.0,0.1025104805321655,0.6163723916532906,0.948392008931639,0.0,0.9150641025641025
0.2,0.9915730337078652,0.014527845036319653,0.6666666666666666,0.6428571428571429,0.049926677138893316,0.0,0.3873343151693667,0.875,0.0,0.3903582979640374,0.9935794542536116,0.9397507009141945,0.0,0.9967948717948718
0.0,0.8792134831460674,0.12446351931330468,1.0,0.6428571428571429,0.04875790108942901,0.0,0.3873343151693667,0.75,0.0,0.24148337375062034,0.9438202247191011,0.8931882935172752,0.0,0.9775641025641025
0.4,0.9353932584269663,0.12446351931330468,1.0,0.8571428571428571,0.048908157295651566,0.0,0.3873343151693667,0.75,0.3333333333333333,0.5350561345870072,1.0,0.986099118149413,0.0016025641025641025,0.9871794871794872
0.2,0.9859550561797753,0.12446351931330468,1.0,0.7142857142857143,0.07496945105281039,0.0,0.3873343151693667,0.875,1.0,0.6400421299914298,1.0,0.9665133779079383,0.0,0.9855769230769231
0.0,0.9578651685393258,0.014527845036319653,0.6666666666666666,0.35714285714285715,0.0493229438734446,0.0,0.3873343151693667,0.75,0.0,0.3795674435060342,0.9871589085072231,0.9667150521842142,0.0,0.9887820512820513
0.8,1.0,0.8755364806866953,1.0,0.9285714285714286,0.9510133190444295,0.9118589743589743,0.9459990181639667,0.75,1.0,0.5084133643477358,1.0,0.9865526329341591,0.18181818181818182,1.0
0.2,0.9859550561797753,0.12446351931330468,1.0,0.7142857142857143,0.05110943481130559,0.0,0.3873343151693667,0.875,0.25,0.48971117761921945,0.9983948635634029,0.9419623757824893,0.0,0.9903846153846154
0.0,0.0,0.014527845036319653,0.6666666666666666,0.2857142857142857,0.04894231618930245,0.0,0.3873343151693667,0.625,0.0,0.43023630812447866,0.9919743178170144,0.9509259838545933,0.0,0.9935897435897436
0.0,0.0,0.014527845036319653,0.6666666666666666,0.2857142857142857,0.04875507759576836,0.0,0.3873343151693667,0.25,0.0,0.037735662282950666,0.884430176565008,0.8821050267670397,0.0,0.9358974358974359
0.0,0.8792134831460674,0.12446351931330468,1.0,0.6428571428571429,0.06492836841552463,0.0,0.3873343151693667,0.875,0.0,0.3334013034428881,0.971107544141252,0.9048699555772827,0.0,0.9759615384615384
0.0,0.0,0.014527845036319653,0.6666666666666666,0.2857142857142857,0.04954209652203401,0.0,0.3873343151693667,0.875,0.0,0.38109173580470623,0.971107544141252,0.9198290114757438,0.0,0.9647435897435898
0.0,0.0,0.014527845036319653,0.6666666666666666,0.2857142857142857,0.04881142986527298,0.0,0.3873343151693667,0.5,0.0,0.2734003349801929,0.6998394863563403,0.9623655043251242,0.0,0.9006410256410257
0.0,0.0,0.014527845036319653,0.6666666666666666,0.2857142857142857,0.04880531179094594,0.0,0.3873343151693667,0.0,0.0,0.04297311313816665,0.6998394863563403,0.9692982144835236,0.0,0.6282051282051282
0.2,0.9803370786516854,0.014527845036319653,0.6666666666666666,0.5714285714285714,0.04890470464961594,0.0,0.3873343151693667,0.75,0.0,0.42353276989000976,0.9951845906902087,0.9742513145305831,0.0,0.9887820512820513
0.0,0.0,0.014527845036319653,0.6666666666666666,0.2857142857142857,0.04880474057885231,0.0,0.3873343151693667,0.375,0.0,0.04603222543565211,0.6773675762439808,0.9675620679119338,0.0,0.6586538461538461
0.0,0.0,0.014527845036319653,0.6666666666666666,0.2857142857142857,0.04880450628951638,0.0,0.3873343151693667,0.0,0.0,0.09120606032785172,0.7223113964686998,0.9727850743653736,0.0,0.6538461538461539
0.6,0.9915730337078652,0.8755364806866953,1.0,0.6428571428571429,0.950855869801655,0.9118589743589743,0.9459990181639667,1.0,0.5,0.3557774062635488,0.962962962962963,0.9707044353998125,0.05454545454545454,0.9636363636363636
0.0,0.0,0.014527845036319653,0.6666666666666666,0.2857142857142857,0.04885682269983371,0.0,0.3873343151693667,0.25,0.0,0.12239294766139441,0.8876404494382022,0.9529873500198438,0.0,0.9150641025641025
0.0,0.0,0.014527845036319653,0.6666666666666666,0.2857142857142857,0.04879375287352661,0.0,0.3873343151693667,0.5,0.0,0.3943353027096719,0.9887640449438202,0.9847431909259544,0.0,0.9118589743589743
0.0,0.9943820224719101,0.6842105263157895,0.3333333333333333,0.14285714285714285,0.34390890744486,0.0,0.3873343151693667,0.875,0.0,0.3684949350208182,0.985553772070626,0.8264467758901247,0.0,0.9951923076923077
0.0,0.0,0.014527845036319653,0.6666666666666666,0.2857142857142857,0.04879877655748732,0.0,0.3873343151693667,0.25,0.0,0.04638388188691189,0.6998394863563403,0.9749991776406387,0.0,0.5913461538461539
0.0,0.9353932584269663,0.12446351931330468,1.0,0.8571428571428571,0.04881997858955944,0.0,0.3873343151693667,0.625,0.0,0.1284617295180953,0.9325842696629214,0.969297578209886,0.0,0.8974358974358975
0.0,0.0,0.014527845036319653,0.6666666666666666,0.2857142857142857,0.04881012619044445,0.0,0.3873343151693667,0.0,0.0,0.0059935292628525705,0.7030497592295345,0.9666307374846739,0.0,0.6875
0.0,0.0,0.014527845036319653,0.6666666666666666,0.2857142857142857,0.04881812038369615,0.0,0.3873343151693667,0.5,0.0,0.10880117079928409,0.6051364365971108,0.9611083973078832,0.0,0.8990384615384616
