kDN,DS,DCP,TD_P,TD_U,CL,MV,CB,F1,N1,N2,LSC,LSR,H,U
0.0,0.9259259259259259,0.19481865284974098,,0.65,0.167980244611174,0.0,0.46321243523316064,0.7142857142857143,0.0,0.21646371379692142,0.9664948453608248,0.9617534690346445,0.0,0.9794079794079794
0.0,0.0,0.19481865284974098,,0.5,0.16535419625111902,0.0,0.46321243523316064,0.7142857142857143,0.0,0.14761293847488532,0.9729381443298969,0.9537230596024237,0.0,0.9781209781209781
0.4,0.9506172839506173,0.19481865284974098,,0.6,0.17026220603261288,0.0,0.46321243523316064,0.8571428571428571,0.0,0.5505788026148123,1.0,0.9693032401329735,0.0,0.9948519948519948
0.8,0.9382716049382716,0.8051813471502591,,0.5,0.8431510669289235,0.758043758043758,0.8701208981001728,0.7142857142857143,0.0,0.6134600934832573,1.0,0.9617282797495944,0.005319148936170213,1.0
0.8,0.8518518518518519,0.8051813471502591,,0.3,0.8020233272817521,0.758043758043758,0.8701208981001728,0.7142857142857143,1.0,0.4984396068141076,0.9946524064171123,0.9657416550933433,0.005319148936170213,1.0
0.0,0.9012345679012346,0.19481865284974098,,0.65,0.1567916415446824,0.0,0.46321243523316064,0.2857142857142857,0.0,0.026858921642682887,0.9587628865979382,0.9896737039542438,0.0,0.9703989703989704
0.0,0.04938271604938271,0.19481865284974098,,0.55,0.1569165307566196,0.0,0.46321243523316064,0.14285714285714285,0.0,0.0,0.9484536082474226,0.9798364311047167,0.0,0.9858429858429858
1.0,1.0,0.8051813471502591,,0.55,0.8368612661659718,0.758043758043758,0.8701208981001728,0.5714285714285714,1.0,0.7108526599623652,1.0,0.9957428769073057,0.0425531914893617,1.0
0.0,0.04938271604938271,0.19481865284974098,,0.55,0.16129073193705323,0.0,0.46321243523316064,0.0,0.0,0.0,0.9742268041237113,0.9503705844028688,0.0,0.9742599742599742
0.4,0.0,0.19481865284974098,,0.5,0.16259405502221036,0.0,0.46321243523316064,0.42857142857142855,0.0,0.18313355440465529,0.9961340206185567,0.980194554611135,0.0,0.9961389961389961
