kDN,DS,DCP,TD_P,TD_U,CL,MV,CB,F1,N1,N2,LSC,LSR,H,U
0.0,0.9888712241653418,0.018442622950819665,,0.5714285714285714,0.04458428856606966,0.0,0.34562841530054644,0.5714285714285714,0.0,0.3432173401123736,0.9953002610966057,0.9621314212192432,0.0,0.9989561586638831
0.0,0.712241653418124,0.018442622950819665,,0.42857142857142855,0.009070915907103294,0.0,0.34562841530054644,0.42857142857142855,0.0,0.12945144757633997,0.7885117493472584,0.9700310804299189,0.0,0.7223382045929019
0.4,0.9618441971383148,0.018442622950819665,,0.7142857142857143,0.014505721459389997,0.0,0.34562841530054644,0.5714285714285714,0.0,0.29698841365265516,0.9984334203655353,0.9940002139804083,0.0,0.9378914405010439
0.0,0.0,0.018442622950819665,,0.42857142857142855,0.008993131139154675,0.0,0.34562841530054644,0.14285714285714285,0.0,9.21976360812593e-07,0.7759791122715405,0.9642174534817333,0.0,0.7828810020876826
0.0,0.7853736089030207,0.018442622950819665,,0.5714285714285714,0.012384953346668448,0.0,0.34562841530054644,0.5714285714285714,0.0,0.0,0.9451697127937336,0.9841064576838744,0.0,0.9493736951983298
0.0,0.26232114467408585,0.018442622950819665,,0.5714285714285714,0.010684575745968594,0.0,0.34562841530054644,0.42857142857142855,0.0,0.023216085005054232,0.9608355091383812,0.9924148780513321,0.0,0.9530271398747391
0.0,0.712241653418124,0.018442622950819665,,0.42857142857142855,0.015923700635909976,0.0,0.34562841530054644,0.5714285714285714,0.0,0.2988251420727098,0.9864229765013055,0.9578630758337191,0.0,0.9509394572025052
0.0,0.0,0.018442622950819665,,0.42857142857142855,0.008993171845360637,0.0,0.34562841530054644,0.14285714285714285,0.0,3.073540484122006e-06,0.7759791122715405,0.9642170432348971,0.0,0.7828810020876826
0.0,0.26232114467408585,0.018442622950819665,,0.5714285714285714,0.00947913486999108,0.0,0.34562841530054644,0.42857142857142855,0.0,0.08744656330418321,0.9091383812010444,0.9622077546948212,0.0,0.9222338204592901
0.0,0.8330683624801272,0.018442622950819665,,0.6428571428571429,0.016352427592369656,0.0,0.34562841530054644,0.42857142857142855,0.0,0.0,0.9906005221932115,0.9885451151867686,0.0,0.9686847599164927
0.0,0.9904610492845787,0.018442622950819665,,1.0,0.01886555377820165,0.0,0.34562841530054644,0.5714285714285714,0.0,0.0,0.9399477806788512,0.9622031723859528,0.0,0.9832985386221295
0.0,0.26232114467408585,0.018442622950819665,,0.5714285714285714,0.00902937545725957,0.0,0.34562841530054644,0.42857142857142855,0.0,0.0003574845997095233,0.7921671018276762,0.9704463277095459,0.0,0.744258872651357
0.0,0.0,0.018442622950819665,,0.42857142857142855,0.00899314898051895,0.0,0.34562841530054644,0.14285714285714285,0.0,6.915527664297372e-06,0.7759791122715405,0.9642172746075385,0.0,0.7828810020876826
0.0,0.26232114467408585,0.018442622950819665,,0.5714285714285714,0.0110667923623875,0.0,0.34562841530054644,0.42857142857142855,0.0,0.000991500359607489,0.9007832898172323,0.9855694323569031,0.0,0.93580375782881
0.0,0.9904610492845787,0.018442622950819665,,0.5,0.008820754127597863,0.0,0.34562841530054644,0.2857142857142857,0.0,0.0,0.995822454308094,0.9637649176765257,0.0,0.9911273486430062
0.0,0.0,0.018442622950819665,,0.42857142857142855,0.010435104564545439,0.0,0.34562841530054644,0.14285714285714285,0.0,0.0,0.9900783289817232,0.9999948189684664,0.0,0.8789144050104384
0.2,0.9872813990461049,0.018442622950819665,,0.9285714285714286,0.010637901804571137,0.0,0.34562841530054644,0.42857142857142855,0.0,0.0,0.9989556135770234,0.9996354492101964,0.0,0.9869519832985386
0.0,0.8330683624801272,0.018442622950819665,,0.6428571428571429,0.01887277475476279,0.0,0.34562841530054644,0.5714285714285714,0.0,0.14509657171950086,0.9890339425587468,0.9679267538931973,0.0,0.9879958246346555
0.0,0.7853736089030207,0.018442622950819665,,0.5714285714285714,0.013263914752957406,0.0,0.34562841530054644,0.5714285714285714,0.0,0.0,0.9864229765013055,0.9874431865760356,0.0,0.9582463465553236
