,avg.ih,kDN,DS,DCP,TD_P,TD_U,CL,MV,CB,F1,N1,N2,LSC,LSR,H,U
0,0.2847362514029179,0.7447448427654203,0.7108457049263469,0.5122777739067434,0.5780310354518893,0.5442368422004351,0.5592268843525854,0.17281147906139768,0.17281147906139768,0.5338098927481685,0.5084470428390041,0.5893723810886221,0.6707206152916595,-0.34559145521044343,0.49258753210126627,0.7197606372866979
1,0.2655238442600519,0.6391825149837559,0.516038017648302,0.5971312422796866,-0.41886448912272084,-0.13661434189843308,0.5920731748393797,0.31057176165668265,0.31057176165668265,0.453407672475625,0.49239415061175296,0.5886357946168601,0.5901528303755087,-0.3200204935242192,0.49265857201434965,0.6395637277841517
2,0.29488225233521875,0.4601415705958734,0.5065723698857229,0.5444796841708397,0.05626174032495218,0.4865030779443768,0.4882999929208933,0.19314512748447202,0.19314512748447202,0.5806691544718227,0.40061494232416306,0.5670651645808099,0.540649589194139,-0.27725975458183566,0.41035613679173477,0.6365637166528278
3,0.32114051362171525,0.4839045975356219,0.5687670845785682,0.7410357749879875,-0.3858692796190624,0.08988455630351978,0.5660935849021896,0.2112193095015987,0.2112193095015987,0.3321173284207123,0.3959063941127527,0.5243942338056051,0.5057209109063092,-0.2454977851067761,0.3658397845778305,0.587031992418789
4,0.31526082467966127,0.5193992758772634,0.48131815611192763,0.6063270688814416,0.4297669811632941,0.12954027317001282,0.608264538585384,0.26591996052370914,0.26591996052370914,0.5361629753999216,0.40976703172187073,0.5331022073428536,0.5398894263063705,-0.44834392484404045,0.3744991807414495,0.6339743733052057
5,0.38281901584653855,0.6633212438548578,0.5715956929819711,0.6808705769812926,,0.39017605278112094,0.7242106454151526,0.1394381347979215,0.1394381347979215,0.5835346181238189,0.403595981724424,0.5898872411893419,0.6802766532036657,-0.06712807559966925,0.32867632868808566,0.6023533903119731
6,0.3696161092793133,0.5259536294327107,0.4049958086236798,0.6191702452679637,0.09319866777666665,-0.025977339669643135,0.5002713752317443,0.2227286728287216,0.2227286728287216,0.32603912665555745,0.37685101780540814,0.44461627434386125,0.436984935100882,-0.2185271259888665,0.39273862238826396,0.5104984668771223
7,0.37928336723517475,0.5557584176909236,0.46975084387311367,0.09006894679648918,,0.16365503625037542,0.5677716790577968,0.09006894679648918,0.09006894679648918,0.33375724666698114,0.3449819325311402,0.4598622998910335,0.4789243534063236,-0.19000291882695994,0.3723514616504864,0.520250755250976
8,0.2891283973758203,0.6284707085909945,0.6259510088545693,0.5778192381138114,-0.2556816317839942,0.044030523149569935,0.7357363724784166,0.36928128397049664,0.36928128397049664,0.38465896738148914,0.4535686787689913,0.5729144453421273,0.5643945905591904,-0.3106222443079335,0.40571111485092565,0.6308600539160989
9,0.2169523099850959,0.3593276254265394,0.46873751674554526,0.40808435676333765,,0.3104267592869482,0.6394540802190145,0.17650744952762126,0.17650744952762126,0.3906785482323311,0.25648826582325185,0.2888138553813174,0.557556872668437,0.17357529871255084,0.23532248729901872,0.5496419092632824
10,0.35351906158357776,0.7435972000567564,0.5724171096122598,0.529803236998657,,0.30993381017874344,0.644773226393905,0.40190683627254387,0.40190683627254387,0.4157660080790327,0.5903637661764565,0.4992750248667683,0.6552885569647752,0.11897097686168545,0.5212463356656113,0.5515085037052359
11,0.255927272727273,0.6407533542162968,0.7191031265142838,0.06144539756278133,0.27115241876395146,0.321101405531131,0.7056396517728473,0.273485528631935,0.273485528631935,0.46450323688437617,0.5322775868203244,0.6193744233696253,0.6660295486959988,-0.073957917021631,0.46594392646140975,0.625421921020492
12,0.28450930512786127,0.5834196779025832,0.6836200494965945,0.5912651766706462,,0.738317928786642,0.6414727078093183,0.12966358252675034,0.12966358252675034,0.61577712967167,0.3505851902593461,0.5198593714284531,0.7368927308235145,0.16708343375251636,0.34118661859398336,0.7385553738709744
13,0.18237219843867994,0.4523804471510296,0.7446572920686926,0.7280565615986042,,0.7440205694055402,0.8793002447501966,0.1826157743292367,0.1826157743292367,0.6056488828212,0.296374055599804,0.5998458154969304,0.6966304470653362,0.23353289455916823,0.2498146050140428,0.542853636518384
14,0.3714581714581717,0.43516000693441587,0.5106223231867829,0.3949585105867621,,0.5074734518447829,0.5271739968206008,-0.08084310292186511,-0.08084310292186511,0.4648976919508066,0.23583355541739343,0.4497472755231334,0.5809653531953112,0.2082086551201887,0.20643898193508242,0.5932548652953025
15,0.2486184681460259,0.5801041059176216,0.6968106910337686,0.6361254919222599,0.7708657268749693,0.714636114475899,0.6261974219576806,0.183948676343817,0.183948676343817,0.5489250149182608,0.3739083870141839,0.5407177237491172,0.6139371964788268,0.0058182787455886625,0.36359043271457575,0.604568434116332
16,0.3795857035526452,0.5367446310478312,0.5395260660434004,0.6145598075812011,0.5875747520888693,0.5114917982027091,0.5914482806358892,0.08418373530562998,0.08418373530562998,0.4020496911738897,0.3876184328875872,0.4318662641886008,0.5015328179910961,-0.07308386047721906,0.40813610648057635,0.5524297828811744
17,0.286003660768761,0.5051975899365326,0.449260583542944,0.5309940639034683,-0.017278363906993183,0.2101718774810148,0.5893413825728314,0.00589389436040529,0.00589389436040529,0.3684163909911103,0.3722943121006075,0.5171711950445106,0.5632611333085569,-0.05693221693524177,0.4349322609621761,0.5912280558074691
18,0.2998445998445999,0.6030389306196617,0.6071087748654149,0.21972298569273363,,0.5347731737886399,0.5832928304459188,0.21972298569273363,0.21972298569273363,0.38257400609810177,0.4926259022917926,0.620175561083035,0.6472047641799057,0.10063458447613942,0.4098720292194403,0.5294254109849051
19,0.3623739990579362,0.576641020891577,0.5091259294782284,0.3228825142866316,,0.47433442305349455,0.6120799449571274,0.3228825142866316,0.3228825142866316,0.33528750711514266,0.45663882616234247,0.587586593869536,0.5563831190759844,-0.12911777682701706,0.45079261216912664,0.5529392195555126
20,0.27334710743801655,0.6865801517592504,0.6922383491432524,0.572190331000962,,0.6952164770895287,0.7867167242604864,0.24579472374970812,0.24579472374970812,0.5594223834239357,0.4854535819383579,0.729923858746601,0.71563931833089,-0.12831511720807515,0.4405560111756029,0.7571253333934194
21,0.2351810790835183,0.3738195737088365,0.5074159215843177,0.38401070158009437,-0.14925318034615082,0.4634421915130827,-0.21561969689920635,0.2234343512747655,0.2234343512747655,0.4163497807886762,0.31354231904165897,0.298496903487283,0.18904409910799566,-0.24239142713467496,0.29032544010583655,0.2570226971083036
22,0.32496674057649694,0.412450420203307,0.6359086227311725,0.6249450704561852,0.4684505914879918,0.5952828860540798,0.5509947813004673,0.3453924553841459,0.3453924553841459,0.18451420435585472,0.35789201888014066,0.2019103740847903,0.3267822967826459,0.24184034154570466,0.3939417286024984,0.1914129496216321
23,0.4086631016042783,0.6575564882296602,0.3609207209226285,0.3973302789085341,0.06913995062495062,0.35317898345878157,0.4959146302868463,0.017907844832092172,0.017907844832092172,0.07813742080630988,0.3546314692259275,0.4831596865613956,0.5246385641393628,0.24896394490521387,0.43380314185297797,0.5474872554528112
24,0.26791443850267377,0.7225204316793509,0.5889372379685167,0.6434521977389119,,0.2755276857550418,0.3935106067924784,0.045714586609149,0.045714586609149,-0.2306472759895846,0.5464027217004479,0.5351109470608693,0.6880202797845373,0.1417617518928619,0.5304389313353883,0.6499943968204592
25,0.3104407713498621,0.533740423567803,0.5088385581061039,0.5571855387041775,-0.39298294880944606,0.0698267756342603,0.6110948473130126,0.20415560175545383,0.20415560175545383,0.4628753047890406,0.40103833555381524,0.4923493230899695,0.5492743166690941,0.16266513813680042,0.4157470895662818,0.4755688871458149
26,0.21394628099173554,0.6409755580416524,0.3952795367936413,0.27166464274268165,,0.3632017758460733,0.49180978781012563,0.18236606765569852,0.18236606765569852,0.33149416191003617,0.5174399527403959,0.44846782369850874,0.6982794800022637,0.2676228444071604,0.46910396510610497,0.6749060184170951
27,0.30845170454545423,0.7161809242381583,0.6088650479256286,0.5538218968149934,,0.23690071612690036,0.6449536370144086,0.18570319728787013,0.18570319728787013,0.24792757960620856,0.48365560608823477,0.5828837769688774,0.647158256051967,0.10474549856838264,0.502358430644336,0.6321153136850277
28,0.27240940877304454,0.6032884291446541,0.4550971873111171,0.5989475732906747,0.028266413560834956,0.36644426386942064,0.7591829093798328,0.1950974542088487,0.1950974542088487,0.47466371606155144,0.3921842371085105,0.700859425454291,0.6706223040391698,0.0009813069542476736,0.35924268235678736,0.6868891702938781
29,0.3521238586740771,0.7388715050889225,0.6345705381929879,0.3133012771256377,0.48282808100512653,0.4069321961410043,0.6968029793130406,0.3584520454929822,0.3584520454929822,0.32359705744486594,0.5457144341946103,0.6047501957266184,0.6255529069242266,-0.00101346151039388,0.46618703668337247,0.5218473095553271
30,0.05692569256925697,0.31561713554622733,0.5331744489237424,0.35134057370429184,0.43495623394579563,0.4624048568957092,0.681051524569604,0.16637031253797702,0.16637031253797702,-0.08224306182985663,0.2634043707971101,-0.14209682705198298,0.5896584031523198,0.6355642451556219,0.21330563876498784,0.33336684732459465
31,0.15887445887445853,0.5880518461004989,0.7067185680817457,0.7542595582682416,0.20621492274659442,0.2934265682291356,0.7161070211693975,0.33403913624541964,0.33403913624541964,-0.49276550853194984,0.4889634100813633,0.1875403257009727,0.5660286403834636,0.6319192241292727,0.46041758508484565,0.5478679323364786
32,0.3139643861293346,0.762139395683804,0.5546728156475912,0.6627814570865224,-0.1637057814967059,0.35767278583915374,-0.5472874112673886,-0.14727285665416517,-0.14727285665416517,0.14780982033171203,0.45545134466655957,0.48670001723990575,0.5190813590969536,0.014011243112861236,0.5168611232101865,0.6229270628731159
33,0.003533930857874518,0.2510219434366596,0.16478081145419896,,,,0.336532921749661,0.16478081145419896,0.16478081145419896,0.031991910868482326,0.16053058252509858,0.2157153488608109,0.23264424860687122,-0.11171910484757136,0.17473578759679417,0.2779099874135575
34,0.22693602693602624,0.5440640755454147,0.5747900652138078,0.6501227859721166,,0.2552264423098208,0.412779217117775,-0.05520139378987493,-0.05520139378987493,0.23165886804540609,0.46885206003359187,0.3199424226119413,0.5290888863557215,0.00910399958171597,0.4590180785004223,0.5829651765282089
35,0.41052631578947374,0.5589535357462728,0.4447895000688939,0.4999313098954858,,0.19914279459468537,0.5529135766105733,0.13298664240690702,0.13298664240690702,0.2987541445776031,0.4013330954928457,0.46781007574090383,0.5152248932012923,-0.31382175353839326,0.3860591081382415,0.5418250472583942
