,kDN,DS,DCP,TD_P,TD_U,CL,MV,CB,F1,N1,N2,LSC,LSR,H,U
0,0.17520000000000002,0.41117647058823525,0.17999999999999994,,0.6355,0.1601004831174622,0.08888888888888889,0.45333333333333325,0.7002162162162162,0.16386666666666666,0.28345208970816643,0.9374107142857144,0.9912505407220145,0.036444444444444446,0.9381866666666667
0,0.14050073637702504,0.4328076649401797,0.14888046833144994,,0.415106248685041,0.13452710267949544,0.07386191986707451,0.4325869788876333,0.680292958643474,0.10095729013254784,0.24251407968293442,0.9476420656940588,0.9970631367148589,0.016838874184235002,0.9343750750967247
0,0.04210526315789474,0.270704172712483,0.04333913950936534,,0.4620498614958449,0.042064724616884736,0.0216584401214756,0.3622260930062436,0.5787934749153585,0.04074330563250231,0.11333155728621717,0.7989823382644744,0.9956060835434393,0.06114634749240778,0.8518081560506305
0,0.19164292497625832,0.5822335155668489,0.18777495563901547,1.0,0.4241662476956594,0.2214018343466501,0.10606850982437836,0.4776202814611593,0.7706424373091041,0.16012978790756568,0.30737275338257536,0.9806190531694576,0.997920021428548,0.006876396078273998,0.958161842704999
0,0.222992125984252,0.48737212726457974,0.14666528245421787,0.5391732283464566,0.3442257217847769,0.2193411235051682,0.1162878406195569,0.4925033583400499,0.7468397531389658,0.15330708661417322,0.34931284356890646,0.9928641801750994,0.9971422256753183,0.005021091814661599,0.9684143532301525
0,0.3365997638724912,0.7663680902657495,0.328090014785515,1.0,0.5917207792207793,0.3768455242288539,0.17018183346515212,0.5963576332793891,0.7801839309016342,0.26453308596165737,0.3834006745713347,0.9935268316535789,0.9978889173302774,0.0018118300579363347,0.9928477939116503
0,0.2515436241610738,0.6366561389656534,0.25615556338019824,1.0,0.6462128475551294,0.2759915338227595,0.15893637491161572,0.5642274372025284,0.7125503355704697,0.22073825503355704,0.39033479617472133,0.9816493726658376,0.9856207180692905,0.0050666483439059185,0.9828028600823993
0,0.18974358974358976,0.5091044221479004,0.20414201183431954,,0.6016144349477682,0.20011198159753385,0.10033444816053512,0.4694280078895464,0.47094017094017093,0.21225071225071224,0.3361871857187,0.9603049220300901,0.9773232117134726,0.03332094636442461,0.9557785209959121
0,0.29699481865284977,0.6681587522034079,0.31372869070310616,,0.5041450777202072,0.2960707108164796,0.1476810637432399,0.5424857938020705,0.6547150259067357,0.24860103626943003,0.3957115079847912,0.9906531013957559,0.9961313056312604,0.004533611363067856,0.9912679069607744
0,0.1653409090909091,0.5144934514637904,0.20144628099173553,,0.5886363636363636,0.18431498999196377,0.09906759906759906,0.4676308539944904,0.5859375,0.15146780303030302,0.3311985129220467,0.9451031618435156,0.9879079614726876,0.022523310023310022,0.949142263986014
0,0.04349593495934959,0.25270433376602675,0.043715711547359294,,0.7241579558652728,0.045877802391858694,0.02184642428544868,0.3624771410315729,0.5620934959349594,0.03411730545876887,0.20230970186667943,0.8259400406504065,0.9926461490311703,0.08892305233768648,0.8851985193448607
0,0.15024390243902438,0.44334174376226526,0.14391433670434256,,0.6369337979094074,0.14504203593776102,0.07144147631952509,0.4292762244695616,0.52,0.14528455284552844,0.35521066007453334,0.9485711814564954,0.9818187105506717,0.05803490773002968,0.94675764614789
0,0.39529411764705885,0.7062352941176471,0.19693427870813784,0.4323529411764706,0.6344117647058823,0.4293969381786041,0.13100550565053606,0.6541061130334486,0.701764705882353,0.31828431372549015,0.4532731692246592,0.9883697625817944,0.9846608807771503,0.006343025506200457,0.9825719615810079
0,0.2710407239819005,0.6349093241172908,0.281651388030178,0.7217194570135747,0.49660633484162897,0.4336903146656853,0.15555305067551245,0.642097145158098,0.7498868778280544,0.26495906054729584,0.32560644703715225,0.9754585488041372,0.9863284347067688,0.005245012107605502,0.9635717151212596
0,0.1606060606060606,0.5189962121212122,0.1799999999999999,,0.6313852813852813,0.18327642540268096,0.08888888888888889,0.45333333333333325,0.6012265512265512,0.13208513708513708,0.22068611923704826,0.971051938505564,0.9711079611672231,0.013804713804713795,0.9720309152127334
0,0.21477272727272725,0.5098733233979136,0.17415223665223659,1.0,0.5823863636363636,0.25912061969533745,0.12561012812690667,0.5064996556473829,0.48241341991341985,0.1606060606060606,0.32790837524850214,0.9483291202041202,0.9765350536498544,0.03238481006937382,0.9340793279551669
0,0.31484375,0.5630716463414633,0.35115933386726095,1.0,0.5087139423076923,0.36936311320366155,0.1659926470588235,0.6307779947916665,0.6318359375,0.26946614583333334,0.4134426090547108,0.9701694657152802,0.9697572882534112,0.009697759917920636,0.9719102684678523
0,0.14079254079254078,0.5534238488783944,0.12889913798643085,0.5914918414918415,0.6018148518148517,0.14774296888164606,0.08089563019140483,0.4422529037913654,0.5874125874125874,0.1297299922299922,0.29849970634432743,0.9641414927852175,0.9899149692523275,0.011936420387124605,0.9640402278046325
0,0.35458515283842795,0.6357284636760618,0.22780662259656387,0.5283842794759825,0.6564774381368269,0.42064663984483064,0.1646664160328523,0.6327936792458826,0.643231441048035,0.30698689956331876,0.3960351746156048,0.9703011399081268,0.9673844215760828,0.010709404922655714,0.9702554017889916
0,0.014961496149614962,0.13078399676702365,0.008508566717881047,0.3667033370003666,0.6107810781078106,0.026529870971597088,0.011952977034897252,0.3492730277794921,0.3798129812981298,0.031471774628443236,0.16248451399691338,0.8604842201053997,0.9491966943685348,0.08982245663319116,0.829036912599946
0,0.1846938775510204,0.5387934909646679,0.10806363466299404,0.6139455782312925,0.6026077097505669,0.3155529783572439,0.1680676847397998,0.5878067780400141,0.5574829931972788,0.20119172211008945,0.2741782690763019,0.9723903139237347,0.9730588323615839,0.005509485531524494,0.9430272753167522
0,0.3711340206185567,0.4679515912147019,0.3083097799035043,0.5807560137457044,0.5454545454545454,0.49999282268482564,0.010098884914790648,0.6666312395932973,0.9048374306106265,0.36640893470790376,0.4403235578242047,0.9738604136017586,0.9999999354152266,0.01031146994880424,0.976028297917105
0,0.28845070422535213,0.16617373822627815,0.0,1.0,1.0,0.05727199242451162,0.1659665390514325,0.5812864878367754,0.6732946699806682,0.064037558685446,0.3857051680992909,0.9894686707379313,0.9920814375591482,0.0031712298895382606,0.9597637050379104
0,0.14855218855218855,0.644159692159692,0.26111568621528775,1.0,0.5781144781144781,0.45042586714226807,0.09460551023051018,0.6618234722836294,0.6581105169340463,0.13224466891133557,0.2565614150036641,0.9462702246590384,0.9910856197987671,0.001386515298268735,0.9416269130520663
0,0.3543859649122808,0.6232008592910849,0.38123904202713793,1.0,0.5388471177944862,0.40707187375065995,0.17154987111907885,0.6110367815947555,0.8718912666281088,0.32040056852086923,0.39057925818570255,0.9849796958819516,0.9751620939788089,0.007020763804075584,0.9832295316976318
