,kDN,DS,DCP,TD_P,TD_U,CL,MV,CB,F1,N1,N2,LSC,LSR,H,U
0,0.4372093023255814,0.7472868217054263,0.2959533895580407,0.6945736434108527,0.6652572233967582,0.48818776181029533,0.33846153846153854,0.7345679012345679,0.5332316685728808,0.42248062015503873,0.4558276015633784,0.9847383720930233,0.9309868494663759,0.011718045790517384,0.9847364942010696
0,0.5019417475728155,0.9328920270667843,0.5346694062068529,0.8300970873786407,0.5585558252427184,0.6226288043885979,0.7395701643489252,0.8622534269475091,0.6566926627407289,0.4761326860841424,0.4877180868488589,0.9920198910726972,0.9850549704215568,0.018639834103119972,0.990668300499576
0,0.8500000000000001,0.9731907894736842,0.6251056991330619,0.7864583333333333,0.46041666666666664,0.8076381739890572,0.8979266347687399,0.9382537385431744,0.5706967213114753,0.7135416666666667,0.5478856528231444,0.9965277777777778,0.9744868134168192,0.153076171875,0.991455078125
0,0.729795918367347,0.9853704525288377,0.7022613820419943,0.8231292517006802,0.36522448979591843,0.8082234862767874,0.8484848484848482,0.9122807017543857,0.5189026430244229,0.6870068027210884,0.5235443225227966,0.9982602877216461,0.97557747474489,0.026938775510204054,0.9976676384839651
0,0.7588516746411484,0.9807935361559987,0.6896077341987736,0.6255980861244019,0.39160839160839156,0.7790157860371718,0.8377329192546585,0.9069249610331772,0.6029492509216409,0.687799043062201,0.5559988867335862,0.9981367316893633,0.9829885227748618,0.02948650442984361,0.9974817426340972
0,0.8380952380952381,0.9791887125220459,0.8715596330275229,,0.6214285714285713,0.8353392685066652,0.8526315789473684,0.9143730886850153,0.879021879021879,0.8031746031746032,0.6483476606363817,0.9936120789779326,0.9843955361817652,0.16156462585034012,0.9931972789115646
0,0.730272952853598,0.9702886247877758,0.7218579786425317,1.0,0.3844447890818859,0.76416812002262,0.736083824492469,0.8607944732297065,0.8930048446177479,0.6620362164717003,0.5786829999567686,0.9997381525584804,0.9988326104055386,0.0023505470755930628,0.9995770708519849
0,0.673469387755102,0.9267399267399267,0.5841938713427232,0.7018140589569162,0.4377834467120181,0.700838252290103,0.6612903225806452,0.8313253012048192,0.8466148364107546,0.6083333333333333,0.5631148623778225,0.9982819066193032,0.996850349703263,0.010042112082928364,0.9972002406404737
0,0.8055555555555556,0.928888888888889,0.5344221536351166,1.0,0.39259259259259255,0.7775259944293457,0.7721518987341771,0.8762886597938144,0.7934472934472935,0.736111111111111,0.7332472476200413,0.9968253968253968,0.9862131664835481,0.12191358024691354,0.9907407407407407
0,0.9333333333333331,0.9988057705168624,0.9815573770491803,,0.5416666666666666,0.9824407966088976,0.9812108559498957,0.9877049180327871,0.7236842105263157,0.7546296296296297,0.7406723204288002,0.9960317460317462,0.9832773464762526,1.4783950617283952,0.9907407407407407
0,0.5545454545454546,0.709366391184573,0.0,0.48347107438016523,0.48347107438016523,0.5688336105098674,0.44999999999999984,0.7634408602150536,0.793706293706294,0.4882575757575757,0.5557431699920152,0.9767441860465116,0.9461008851603285,0.04132231404958676,0.9736570247933883
0,0.88,0.9729411764705883,0.9,,0.575,0.8059689740724472,0.8888888888888888,0.9333333333333332,0.7924324324324324,0.7366666666666666,0.7335003609586009,0.995,0.9905402745211996,0.3600000000000001,0.9792000000000001
0,0.8872727272727272,0.9903983656792645,0.9189985272459497,,0.5116883116883115,0.8346463522246104,0.9118589743589749,0.9459990181639668,0.8638820638820642,0.6669696969696969,0.7111177249502717,0.9973063973063973,0.9780866238264183,0.20628099173553713,0.990413223140496
0,0.975,0.9977678571428572,0.9778393351800554,,0.55,0.9771747488718336,0.9773371104815864,0.9852262234533704,0.7795138888888888,0.9375,0.8248498830244455,0.9916666666666667,0.9950054095781484,2.7578125,0.99609375
0,0.7923076923076922,0.9886486486486488,0.7604885703380128,1.0,0.5013574660633483,0.8710890989621443,0.8591549295774649,0.9176954732510288,0.8860706860706862,0.6946153846153846,0.630115973961255,0.9978533094812165,0.9986580092603214,0.054615384615384566,0.9962721893491124
0,0.821590909090909,0.9786770140428677,0.5291616724910704,0.9019886363636364,0.5498737373737375,0.8081269699107941,0.8391224862888482,0.9076115485564304,0.8676289926289926,0.5571022727272728,0.6237778760707579,0.9985064935064935,0.9953727085720558,0.03531766528925615,0.9949961260330578
0,0.6244541484716157,0.9401459090552519,0.6067516212299808,1.0,0.5787390829694323,0.6991827379435784,0.6294498381877024,0.8197560015741835,0.8669271431854746,0.48886462882096066,0.5199409556820331,0.9981128109084308,0.99339829253596,0.005892336149196215,0.9959049217215538
0,0.5867469879518072,0.9383416017009213,0.574806911801951,1.0,0.5150602409638554,0.6260269328616613,0.7132987910189983,0.8514541387024609,0.7882530120481928,0.526706827309237,0.5106344357636351,0.9944140197152245,0.9740882605373918,0.021011757874872954,0.9941936420380317
0,0.7851851851851853,0.9667203435319378,0.8846153846153845,,0.654320987654321,0.8674601061036525,0.8695652173913044,0.9230769230769231,0.5277777777777778,0.7950617283950616,0.6020637260119176,0.9900284900284901,0.9563111502848551,0.28395061728395055,0.9794238683127573
0,0.751063829787234,0.95755648168458,0.805181347150259,,0.4861111111111111,0.7642200938794813,0.758043758043758,0.8701208981001726,0.7085106382978723,0.6619680851063829,0.5453906690882165,0.9980373193764933,0.9943809448289609,0.02198392937980984,0.99736871887732
0,0.71,0.9737288135593222,0.8863636363636364,,0.6050000000000001,0.8023181387655433,0.8717948717948719,0.9242424242424242,0.6875,0.7041666666666666,0.5957111124612086,0.9916666666666668,0.9400318338919013,0.195,0.985625
0,0.7636363636363637,0.9882862235803412,0.9776422764227644,,0.6493506493506493,0.9789143068507115,0.9771309771309773,0.9850948509485097,0.45909090909090905,1.0,0.5172583434497453,1.0363636363636362,0.9665865827890191,3.975206611570248,1.0
0,0.08994708994708994,0.3985282491029618,0.07804878048780482,,0.6303854875283444,0.08183021622440083,0.0,0.3853658536585365,0.5222222222222223,0.08350970017636683,0.33487679070852133,0.9449228864122481,0.9841672796361455,0.0004479157918311291,0.9442344839170237
