,kDN,DS,DCP,TD_P,TD_U,CL,MV,CB,F1,N1,N2,LSC,LSR,H,U
0,0.33201970443349754,0.6299507389162561,0.16492033192307112,0.41527093596059106,0.6241379310344827,0.3636992084545618,0.0,0.6019607843137254,0.7172413793103449,0.27660098522167487,0.435336812900077,0.9884894893430233,0.9830065093018705,0.0033245164891164396,0.9799073018030042
0,0.2106761565836299,0.49463390029982907,0.2215123016180403,0.6156583629893239,0.44483985765124556,0.3451369393944742,0.0,0.5761689291101055,0.8122775800711743,0.21814946619217082,0.30151538411967665,0.9757880020335535,0.983439678304168,0.0020389812692341645,0.9547244842390548
0,0.7878787878787878,0.975473484848485,0.9000000000000001,,0.527056277056277,0.8616015520756559,0.888888888888889,0.9333333333333332,0.6298701298701299,0.6414141414141413,0.6020180967147895,0.9930069930069931,0.975059485332437,0.13636363636363633,0.9910468319559228
0,0.7111111111111111,0.9593199757134184,0.5676072898295123,1.0,0.5148148148148147,0.8201768904830606,0.8187919463087249,0.8977272727272728,0.4902998236331569,0.5154320987654321,0.5408569945323859,0.9672364672364672,0.9767051003582409,0.20438957475994513,0.9478737997256517
0,0.49302325581395345,0.7793533749290981,0.5226557527326675,1.0,0.4114490161001788,0.5539103290356748,0.49411764705882333,0.776041666666667,0.6813953488372093,0.41472868217054254,0.501900046015187,0.9835841313269494,0.9667856004477514,0.02298539751216871,0.9794483504597081
0,0.8207792207792207,0.9843143869117895,0.7181523402101148,0.8181818181818182,0.49536178107606665,0.8302424754843928,0.9014084507042253,0.9401709401709404,0.6798701298701298,0.7489177489177489,0.6177608725495699,0.9974367737525632,0.9860130076140113,0.1317254174397031,0.995783437341879
0,0.5564102564102563,0.8386946386946386,0.3344084395808534,0.7128205128205127,0.6780626780626781,0.6306629589547018,0.48344370860927155,0.7729257641921395,0.658974358974359,0.4448717948717948,0.49301308581640785,0.9876789876789878,0.9702043285269363,0.024819197896120953,0.9783037475345171
0,0.0077951002227171495,0.12021612653970272,0.0043063959613328495,0.3608017817371937,0.6080178173719374,0.015497631550045176,0.0,0.3414008067473412,0.3793429844097995,0.024684484038604303,0.15923827622895945,0.8612251181245081,0.9488112852609778,1.3640805353147548e-05,0.8299797620051487
0,0.12219679633867277,0.41956068105525257,0.07270185032247192,0.6803966437833714,0.6053902873124841,0.21431150199860574,0.0,0.5045351473922901,0.6064073226544623,0.12714017485184534,0.27610316171236554,0.976213969306993,0.9687977713415507,0.0007907042504280797,0.9345705323900739
0,0.33877551020408175,0.42502218278615794,0.3051637617412236,0.46938775510204084,0.5955473098330241,0.49600078053958013,0.0,0.6632302405498283,0.9423076923076924,0.33418367346938777,0.4507974993691625,0.9783294761203449,0.9999998975643772,0.009995835068721341,0.9767805081216161
0,0.6250950570342205,0.6729088639200997,0.0,1.0,1.0,0.12071399922440063,0.6720698254364091,0.8353677621283255,0.7083426526504139,0.1523447401774398,0.4971025860151672,0.9969813949438368,0.9883633571178422,0.011594789573363747,0.9841981234367998
0,0.18101071975497707,0.4310391599212426,0.2969041301911962,1.0,0.44432290527236923,0.5385423379182601,0.21514423076923067,0.7068462401795735,0.7404738311863797,0.15747830525778456,0.24135311418802524,0.9102772480012027,0.9829961912963626,0.0019511783287876124,0.8975068537483964
0,0.5762711864406779,0.8062953995157385,0.6445524481730002,1.0,0.5599273607748183,0.693082763230339,0.5800711743772241,0.8028404344193818,0.8943937418513692,0.5949152542372882,0.44696362689662344,0.9922497464870346,0.958924154379648,0.02018098247629988,0.9910945130709566
